age,Source,Sex,year,n,proportion,label
24,Longline survey,Female,2000,0,0,llsrv
25,Longline survey,Female,2000,1,0.00478,llsrv
2,Longline survey,Male,2000,2,0.00833,llsrv
3,Longline survey,Male,2000,12,0.05,llsrv
4,Longline survey,Male,2000,22,0.09167,llsrv
5,Longline survey,Male,2000,30,0.125,llsrv
6,Longline survey,Male,2000,38,0.15833,llsrv
7,Longline survey,Male,2000,46,0.19167,llsrv
8,Longline survey,Male,2000,19,0.07917,llsrv
9,Longline survey,Male,2000,1,0.00417,llsrv
10,Longline survey,Male,2000,10,0.04167,llsrv
11,Longline survey,Male,2000,7,0.02917,llsrv
12,Longline survey,Male,2000,3,0.0125,llsrv
13,Longline survey,Male,2000,7,0.02917,llsrv
14,Longline survey,Male,2000,2,0.00833,llsrv
15,Longline survey,Male,2000,2,0.00833,llsrv
16,Longline survey,Male,2000,4,0.01667,llsrv
17,Longline survey,Male,2000,5,0.02083,llsrv
18,Longline survey,Male,2000,5,0.02083,llsrv
19,Longline survey,Male,2000,1,0.00417,llsrv
20,Longline survey,Male,2000,1,0.00417,llsrv
21,Longline survey,Male,2000,2,0.00833,llsrv
22,Longline survey,Male,2000,4,0.01667,llsrv
23,Longline survey,Male,2000,9,0.0375,llsrv
24,Longline survey,Male,2000,2,0.00833,llsrv
25,Longline survey,Male,2000,6,0.025,llsrv
2,Longline survey,Female,2001,0,0,llsrv
3,Longline survey,Female,2001,3,0.01351,llsrv
4,Longline survey,Female,2001,6,0.02703,llsrv
5,Longline survey,Female,2001,13,0.05856,llsrv
6,Longline survey,Female,2001,34,0.15315,llsrv
7,Longline survey,Female,2001,21,0.09459,llsrv
8,Longline survey,Female,2001,71,0.31982,llsrv
9,Longline survey,Female,2001,14,0.06306,llsrv
10,Longline survey,Female,2001,18,0.08108,llsrv
11,Longline survey,Female,2001,15,0.06757,llsrv
12,Longline survey,Female,2001,8,0.03604,llsrv
13,Longline survey,Female,2001,3,0.01351,llsrv
14,Longline survey,Female,2001,6,0.02703,llsrv
15,Longline survey,Female,2001,0,0,llsrv
16,Longline survey,Female,2001,1,0.0045,llsrv
17,Longline survey,Female,2001,0,0,llsrv
18,Longline survey,Female,2001,2,0.00901,llsrv
19,Longline survey,Female,2001,0,0,llsrv
20,Longline survey,Female,2001,2,0.00901,llsrv
21,Longline survey,Female,2001,0,0,llsrv
22,Longline survey,Female,2001,1,0.0045,llsrv
23,Longline survey,Female,2001,0,0,llsrv
24,Longline survey,Female,2001,1,0.0045,llsrv
25,Longline survey,Female,2001,3,0.01351,llsrv
2,Longline survey,Male,2001,1,0.00472,llsrv
3,Longline survey,Male,2001,7,0.03302,llsrv
4,Longline survey,Male,2001,4,0.01887,llsrv
5,Longline survey,Male,2001,12,0.0566,llsrv
6,Longline survey,Male,2001,23,0.10849,llsrv
7,Longline survey,Male,2001,26,0.12264,llsrv
8,Longline survey,Male,2001,48,0.22642,llsrv
9,Longline survey,Male,2001,17,0.08019,llsrv
10,Longline survey,Male,2001,10,0.04717,llsrv
11,Longline survey,Male,2001,15,0.07075,llsrv
12,Longline survey,Male,2001,6,0.0283,llsrv
13,Longline survey,Male,2001,5,0.02358,llsrv
14,Longline survey,Male,2001,1,0.00472,llsrv
15,Longline survey,Male,2001,1,0.00472,llsrv
16,Longline survey,Male,2001,0,0,llsrv
17,Longline survey,Male,2001,6,0.0283,llsrv
18,Longline survey,Male,2001,2,0.00943,llsrv
19,Longline survey,Male,2001,3,0.01415,llsrv
20,Longline survey,Male,2001,3,0.01415,llsrv
21,Longline survey,Male,2001,4,0.01887,llsrv
22,Longline survey,Male,2001,2,0.00943,llsrv
23,Longline survey,Male,2001,1,0.00472,llsrv
24,Longline survey,Male,2001,0,0,llsrv
25,Longline survey,Male,2001,15,0.07075,llsrv
2,Longline survey,Female,2002,9,0.03846,llsrv
3,Longline survey,Female,2002,5,0.02137,llsrv
4,Longline survey,Female,2002,32,0.13675,llsrv
5,Longline survey,Female,2002,13,0.05556,llsrv
6,Longline survey,Female,2002,71,0.30342,llsrv
7,Longline survey,Female,2002,29,0.12393,llsrv
8,Longline survey,Female,2002,14,0.05983,llsrv
9,Longline survey,Female,2002,33,0.14103,llsrv
10,Longline survey,Female,2002,8,0.03419,llsrv
11,Longline survey,Female,2002,5,0.02137,llsrv
12,Longline survey,Female,2002,7,0.02991,llsrv
13,Longline survey,Female,2002,2,0.00855,llsrv
14,Longline survey,Female,2002,2,0.00855,llsrv
15,Longline survey,Female,2002,0,0,llsrv
16,Longline survey,Female,2002,0,0,llsrv
17,Longline survey,Female,2002,0,0,llsrv
18,Longline survey,Female,2002,0,0,llsrv
19,Longline survey,Female,2002,0,0,llsrv
20,Longline survey,Female,2002,1,0.00427,llsrv
21,Longline survey,Female,2002,0,0,llsrv
22,Longline survey,Female,2002,0,0,llsrv
23,Longline survey,Female,2002,0,0,llsrv
24,Longline survey,Female,2002,1,0.00427,llsrv
25,Longline survey,Female,2002,2,0.00855,llsrv
2,Longline survey,Male,2002,11,0.04059,llsrv
3,Longline survey,Male,2002,4,0.01476,llsrv
4,Longline survey,Male,2002,31,0.11439,llsrv
5,Longline survey,Male,2002,20,0.0738,llsrv
6,Longline survey,Male,2002,60,0.2214,llsrv
7,Longline survey,Male,2002,29,0.10701,llsrv
8,Longline survey,Male,2002,17,0.06273,llsrv
9,Longline survey,Male,2002,37,0.13653,llsrv
10,Longline survey,Male,2002,12,0.04428,llsrv
11,Longline survey,Male,2002,4,0.01476,llsrv
12,Longline survey,Male,2002,10,0.0369,llsrv
13,Longline survey,Male,2002,9,0.03321,llsrv
14,Longline survey,Male,2002,2,0.00738,llsrv
15,Longline survey,Male,2002,2,0.00738,llsrv
16,Longline survey,Male,2002,3,0.01107,llsrv
17,Longline survey,Male,2002,1,0.00369,llsrv
18,Longline survey,Male,2002,2,0.00738,llsrv
19,Longline survey,Male,2002,2,0.00738,llsrv
20,Longline survey,Male,2002,1,0.00369,llsrv
21,Longline survey,Male,2002,3,0.01107,llsrv
22,Longline survey,Male,2002,1,0.00369,llsrv
23,Longline survey,Male,2002,0,0,llsrv
24,Longline survey,Male,2002,0,0,llsrv
25,Longline survey,Male,2002,10,0.0369,llsrv
2,Longline survey,Female,2003,0,0,llsrv
3,Longline survey,Female,2003,4,0.01878,llsrv
4,Longline survey,Female,2003,17,0.07981,llsrv
5,Longline survey,Female,2003,19,0.0892,llsrv
6,Longline survey,Female,2003,41,0.19249,llsrv
7,Longline survey,Female,2003,37,0.17371,llsrv
8,Longline survey,Female,2003,26,0.12207,llsrv
9,Longline survey,Female,2003,21,0.09859,llsrv
10,Longline survey,Female,2003,20,0.0939,llsrv
11,Longline survey,Female,2003,9,0.04225,llsrv
12,Longline survey,Female,2003,5,0.02347,llsrv
13,Longline survey,Female,2003,2,0.00939,llsrv
14,Longline survey,Female,2003,1,0.00469,llsrv
15,Longline survey,Female,2003,3,0.01408,llsrv
16,Longline survey,Female,2003,2,0.00939,llsrv
17,Longline survey,Female,2003,0,0,llsrv
18,Longline survey,Female,2003,1,0.00469,llsrv
19,Longline survey,Female,2003,0,0,llsrv
20,Longline survey,Female,2003,0,0,llsrv
21,Longline survey,Female,2003,0,0,llsrv
22,Longline survey,Female,2003,1,0.00469,llsrv
23,Longline survey,Female,2003,1,0.00469,llsrv
24,Longline survey,Female,2003,0,0,llsrv
25,Longline survey,Female,2003,3,0.01408,llsrv
2,Longline survey,Male,2003,0,0,llsrv
3,Longline survey,Male,2003,5,0.02203,llsrv
4,Longline survey,Male,2003,15,0.06608,llsrv
5,Longline survey,Male,2003,18,0.0793,llsrv
6,Longline survey,Male,2003,26,0.11454,llsrv
7,Longline survey,Male,2003,37,0.163,llsrv
8,Longline survey,Male,2003,36,0.15859,llsrv
9,Longline survey,Male,2003,20,0.08811,llsrv
10,Longline survey,Male,2003,20,0.08811,llsrv
11,Longline survey,Male,2003,11,0.04846,llsrv
12,Longline survey,Male,2003,11,0.04846,llsrv
13,Longline survey,Male,2003,7,0.03084,llsrv
14,Longline survey,Male,2003,0,0,llsrv
15,Longline survey,Male,2003,2,0.00881,llsrv
16,Longline survey,Male,2003,0,0,llsrv
17,Longline survey,Male,2003,5,0.02203,llsrv
18,Longline survey,Male,2003,0,0,llsrv
19,Longline survey,Male,2003,2,0.00881,llsrv
20,Longline survey,Male,2003,0,0,llsrv
21,Longline survey,Male,2003,0,0,llsrv
22,Longline survey,Male,2003,0,0,llsrv
23,Longline survey,Male,2003,1,0.00441,llsrv
24,Longline survey,Male,2003,0,0,llsrv
25,Longline survey,Male,2003,11,0.04846,llsrv
2,Longline survey,Female,2004,0,0,llsrv
3,Longline survey,Female,2004,0,0,llsrv
4,Longline survey,Female,2004,20,0.07905,llsrv
5,Longline survey,Female,2004,42,0.16601,llsrv
6,Longline survey,Female,2004,35,0.13834,llsrv
7,Longline survey,Female,2004,49,0.19368,llsrv
8,Longline survey,Female,2004,32,0.12648,llsrv
9,Longline survey,Female,2004,26,0.10277,llsrv
10,Longline survey,Female,2004,20,0.07905,llsrv
11,Longline survey,Female,2004,13,0.05138,llsrv
12,Longline survey,Female,2004,6,0.02372,llsrv
13,Longline survey,Female,2004,3,0.01186,llsrv
14,Longline survey,Female,2004,2,0.00791,llsrv
15,Longline survey,Female,2004,1,0.00395,llsrv
16,Longline survey,Female,2004,1,0.00395,llsrv
17,Longline survey,Female,2004,1,0.00395,llsrv
18,Longline survey,Female,2004,0,0,llsrv
19,Longline survey,Female,2004,0,0,llsrv
20,Longline survey,Female,2004,0,0,llsrv
21,Longline survey,Female,2004,0,0,llsrv
22,Longline survey,Female,2004,0,0,llsrv
23,Longline survey,Female,2004,0,0,llsrv
24,Longline survey,Female,2004,1,0.00395,llsrv
25,Longline survey,Female,2004,1,0.00395,llsrv
2,Longline survey,Male,2004,0,0,llsrv
3,Longline survey,Male,2004,1,0.00386,llsrv
4,Longline survey,Male,2004,19,0.07336,llsrv
5,Longline survey,Male,2004,35,0.13514,llsrv
6,Longline survey,Male,2004,35,0.13514,llsrv
7,Longline survey,Male,2004,46,0.17761,llsrv
8,Longline survey,Male,2004,36,0.139,llsrv
9,Longline survey,Male,2004,25,0.09653,llsrv
10,Longline survey,Male,2004,13,0.05019,llsrv
11,Longline survey,Male,2004,14,0.05405,llsrv
12,Longline survey,Male,2004,9,0.03475,llsrv
13,Longline survey,Male,2004,6,0.02317,llsrv
14,Longline survey,Male,2004,2,0.00772,llsrv
15,Longline survey,Male,2004,0,0,llsrv
16,Longline survey,Male,2004,2,0.00772,llsrv
17,Longline survey,Male,2004,1,0.00386,llsrv
18,Longline survey,Male,2004,0,0,llsrv
19,Longline survey,Male,2004,0,0,llsrv
20,Longline survey,Male,2004,0,0,llsrv
21,Longline survey,Male,2004,1,0.00386,llsrv
22,Longline survey,Male,2004,2,0.00772,llsrv
23,Longline survey,Male,2004,1,0.00386,llsrv
24,Longline survey,Male,2004,0,0,llsrv
25,Longline survey,Male,2004,11,0.04247,llsrv
2,Longline survey,Female,2006,1,0.00455,llsrv
3,Longline survey,Female,2006,10,0.04545,llsrv
4,Longline survey,Female,2006,11,0.05,llsrv
5,Longline survey,Female,2006,11,0.05,llsrv
6,Longline survey,Female,2006,25,0.11364,llsrv
7,Longline survey,Female,2006,31,0.14091,llsrv
8,Longline survey,Female,2006,35,0.15909,llsrv
9,Longline survey,Female,2006,27,0.12273,llsrv
10,Longline survey,Female,2006,23,0.10455,llsrv
11,Longline survey,Female,2006,21,0.09545,llsrv
12,Longline survey,Female,2006,8,0.03636,llsrv
13,Longline survey,Female,2006,6,0.02727,llsrv
14,Longline survey,Female,2006,4,0.01818,llsrv
15,Longline survey,Female,2006,2,0.00909,llsrv
16,Longline survey,Female,2006,0,0,llsrv
17,Longline survey,Female,2006,0,0,llsrv
18,Longline survey,Female,2006,1,0.00455,llsrv
19,Longline survey,Female,2006,0,0,llsrv
20,Longline survey,Female,2006,0,0,llsrv
21,Longline survey,Female,2006,0,0,llsrv
22,Longline survey,Female,2006,0,0,llsrv
23,Longline survey,Female,2006,0,0,llsrv
24,Longline survey,Female,2006,1,0.00455,llsrv
25,Longline survey,Female,2006,3,0.01364,llsrv
2,Longline survey,Male,2006,0,0,llsrv
3,Longline survey,Male,2006,7,0.02881,llsrv
4,Longline survey,Male,2006,13,0.0535,llsrv
5,Longline survey,Male,2006,9,0.03704,llsrv
6,Longline survey,Male,2006,23,0.09465,llsrv
7,Longline survey,Male,2006,27,0.11111,llsrv
8,Longline survey,Male,2006,41,0.16872,llsrv
9,Longline survey,Male,2006,31,0.12757,llsrv
10,Longline survey,Male,2006,12,0.04938,llsrv
11,Longline survey,Male,2006,24,0.09877,llsrv
12,Longline survey,Male,2006,21,0.08642,llsrv
13,Longline survey,Male,2006,8,0.03292,llsrv
14,Longline survey,Male,2006,2,0.00823,llsrv
15,Longline survey,Male,2006,2,0.00823,llsrv
16,Longline survey,Male,2006,4,0.01646,llsrv
17,Longline survey,Male,2006,3,0.01235,llsrv
18,Longline survey,Male,2006,1,0.00412,llsrv
19,Longline survey,Male,2006,2,0.00823,llsrv
20,Longline survey,Male,2006,2,0.00823,llsrv
21,Longline survey,Male,2006,1,0.00412,llsrv
22,Longline survey,Male,2006,1,0.00412,llsrv
23,Longline survey,Male,2006,1,0.00412,llsrv
24,Longline survey,Male,2006,1,0.00412,llsrv
25,Longline survey,Male,2006,7,0.02881,llsrv
2,Longline survey,Female,2007,0,0,llsrv
3,Longline survey,Female,2007,6,0.02459,llsrv
4,Longline survey,Female,2007,26,0.10656,llsrv
5,Longline survey,Female,2007,35,0.14344,llsrv
6,Longline survey,Female,2007,24,0.09836,llsrv
7,Longline survey,Female,2007,35,0.14344,llsrv
8,Longline survey,Female,2007,29,0.11885,llsrv
9,Longline survey,Female,2007,21,0.08607,llsrv
10,Longline survey,Female,2007,27,0.11066,llsrv
11,Longline survey,Female,2007,10,0.04098,llsrv
12,Longline survey,Female,2007,12,0.04918,llsrv
13,Longline survey,Female,2007,8,0.03279,llsrv
14,Longline survey,Female,2007,3,0.0123,llsrv
15,Longline survey,Female,2007,1,0.0041,llsrv
16,Longline survey,Female,2007,3,0.0123,llsrv
17,Longline survey,Female,2007,2,0.0082,llsrv
18,Longline survey,Female,2007,0,0,llsrv
19,Longline survey,Female,2007,0,0,llsrv
20,Longline survey,Female,2007,0,0,llsrv
21,Longline survey,Female,2007,0,0,llsrv
22,Longline survey,Female,2007,1,0.0041,llsrv
23,Longline survey,Female,2007,0,0,llsrv
24,Longline survey,Female,2007,0,0,llsrv
25,Longline survey,Female,2007,1,0.0041,llsrv
2,Longline survey,Male,2007,2,0.00823,llsrv
3,Longline survey,Male,2007,11,0.04527,llsrv
4,Longline survey,Male,2007,24,0.09877,llsrv
5,Longline survey,Male,2007,18,0.07407,llsrv
6,Longline survey,Male,2007,17,0.06996,llsrv
7,Longline survey,Male,2007,24,0.09877,llsrv
8,Longline survey,Male,2007,29,0.11934,llsrv
9,Longline survey,Male,2007,31,0.12757,llsrv
10,Longline survey,Male,2007,21,0.08642,llsrv
11,Longline survey,Male,2007,16,0.06584,llsrv
12,Longline survey,Male,2007,16,0.06584,llsrv
13,Longline survey,Male,2007,6,0.02469,llsrv
14,Longline survey,Male,2007,2,0.00823,llsrv
15,Longline survey,Male,2007,8,0.03292,llsrv
16,Longline survey,Male,2007,1,0.00412,llsrv
17,Longline survey,Male,2007,3,0.01235,llsrv
18,Longline survey,Male,2007,1,0.00412,llsrv
19,Longline survey,Male,2007,2,0.00823,llsrv
20,Longline survey,Male,2007,1,0.00412,llsrv
21,Longline survey,Male,2007,0,0,llsrv
22,Longline survey,Male,2007,1,0.00412,llsrv
23,Longline survey,Male,2007,2,0.00823,llsrv
24,Longline survey,Male,2007,0,0,llsrv
25,Longline survey,Male,2007,7,0.02881,llsrv
2,Longline survey,Female,2008,0,0,llsrv
3,Longline survey,Female,2008,6,0.0249,llsrv
4,Longline survey,Female,2008,9,0.03734,llsrv
5,Longline survey,Female,2008,16,0.06639,llsrv
6,Longline survey,Female,2008,16,0.06639,llsrv
7,Longline survey,Female,2008,21,0.08714,llsrv
8,Longline survey,Female,2008,27,0.11203,llsrv
9,Longline survey,Female,2008,35,0.14523,llsrv
10,Longline survey,Female,2008,28,0.11618,llsrv
11,Longline survey,Female,2008,21,0.08714,llsrv
12,Longline survey,Female,2008,24,0.09959,llsrv
13,Longline survey,Female,2008,6,0.0249,llsrv
14,Longline survey,Female,2008,4,0.0166,llsrv
15,Longline survey,Female,2008,9,0.03734,llsrv
16,Longline survey,Female,2008,5,0.02075,llsrv
17,Longline survey,Female,2008,4,0.0166,llsrv
18,Longline survey,Female,2008,3,0.01245,llsrv
19,Longline survey,Female,2008,0,0,llsrv
20,Longline survey,Female,2008,0,0,llsrv
21,Longline survey,Female,2008,0,0,llsrv
22,Longline survey,Female,2008,0,0,llsrv
23,Longline survey,Female,2008,1,0.00415,llsrv
24,Longline survey,Female,2008,0,0,llsrv
25,Longline survey,Female,2008,6,0.0249,llsrv
2,Longline survey,Male,2008,0,0,llsrv
3,Longline survey,Male,2008,4,0.0127,llsrv
4,Longline survey,Male,2008,15,0.04762,llsrv
5,Longline survey,Male,2008,17,0.05397,llsrv
6,Longline survey,Male,2008,12,0.0381,llsrv
7,Longline survey,Male,2008,22,0.06984,llsrv
8,Longline survey,Male,2008,37,0.11746,llsrv
9,Longline survey,Male,2008,32,0.10159,llsrv
10,Longline survey,Male,2008,33,0.10476,llsrv
11,Longline survey,Male,2008,31,0.09841,llsrv
12,Longline survey,Male,2008,31,0.09841,llsrv
13,Longline survey,Male,2008,15,0.04762,llsrv
14,Longline survey,Male,2008,11,0.03492,llsrv
15,Longline survey,Male,2008,9,0.02857,llsrv
16,Longline survey,Male,2008,8,0.0254,llsrv
17,Longline survey,Male,2008,7,0.02222,llsrv
18,Longline survey,Male,2008,1,0.00317,llsrv
19,Longline survey,Male,2008,4,0.0127,llsrv
20,Longline survey,Male,2008,6,0.01905,llsrv
21,Longline survey,Male,2008,4,0.0127,llsrv
22,Longline survey,Male,2008,1,0.00317,llsrv
23,Longline survey,Male,2008,1,0.00317,llsrv
24,Longline survey,Male,2008,1,0.00317,llsrv
25,Longline survey,Male,2008,13,0.04127,llsrv
2,Longline survey,Female,2009,0,0,llsrv
3,Longline survey,Female,2009,4,0.01905,llsrv
4,Longline survey,Female,2009,11,0.05238,llsrv
5,Longline survey,Female,2009,13,0.0619,llsrv
6,Longline survey,Female,2009,12,0.05714,llsrv
7,Longline survey,Female,2009,17,0.08095,llsrv
8,Longline survey,Female,2009,21,0.1,llsrv
9,Longline survey,Female,2009,16,0.07619,llsrv
10,Longline survey,Female,2009,16,0.07619,llsrv
11,Longline survey,Female,2009,25,0.11905,llsrv
12,Longline survey,Female,2009,19,0.09048,llsrv
13,Longline survey,Female,2009,14,0.06667,llsrv
14,Longline survey,Female,2009,11,0.05238,llsrv
15,Longline survey,Female,2009,9,0.04286,llsrv
16,Longline survey,Female,2009,6,0.02857,llsrv
17,Longline survey,Female,2009,5,0.02381,llsrv
18,Longline survey,Female,2009,0,0,llsrv
19,Longline survey,Female,2009,4,0.01905,llsrv
20,Longline survey,Female,2009,1,0.00476,llsrv
21,Longline survey,Female,2009,4,0.01905,llsrv
22,Longline survey,Female,2009,1,0.00476,llsrv
23,Longline survey,Female,2009,1,0.00476,llsrv
24,Longline survey,Female,2009,0,0,llsrv
25,Longline survey,Female,2009,0,0,llsrv
2,Longline survey,Male,2009,0,0,llsrv
3,Longline survey,Male,2009,4,0.0201,llsrv
4,Longline survey,Male,2009,7,0.03518,llsrv
5,Longline survey,Male,2009,9,0.04523,llsrv
6,Longline survey,Male,2009,11,0.05528,llsrv
7,Longline survey,Male,2009,10,0.05025,llsrv
8,Longline survey,Male,2009,22,0.11055,llsrv
9,Longline survey,Male,2009,19,0.09548,llsrv
10,Longline survey,Male,2009,20,0.1005,llsrv
11,Longline survey,Male,2009,18,0.09045,llsrv
12,Longline survey,Male,2009,11,0.05528,llsrv
13,Longline survey,Male,2009,24,0.1206,llsrv
14,Longline survey,Male,2009,5,0.02513,llsrv
15,Longline survey,Male,2009,5,0.02513,llsrv
16,Longline survey,Male,2009,7,0.03518,llsrv
17,Longline survey,Male,2009,3,0.01508,llsrv
18,Longline survey,Male,2009,4,0.0201,llsrv
19,Longline survey,Male,2009,1,0.00503,llsrv
20,Longline survey,Male,2009,6,0.03015,llsrv
21,Longline survey,Male,2009,0,0,llsrv
22,Longline survey,Male,2009,1,0.00503,llsrv
23,Longline survey,Male,2009,2,0.01005,llsrv
24,Longline survey,Male,2009,1,0.00503,llsrv
25,Longline survey,Male,2009,9,0.04523,llsrv
2,Longline survey,Female,2010,4,0.01646,llsrv
3,Longline survey,Female,2010,26,0.107,llsrv
4,Longline survey,Female,2010,38,0.15638,llsrv
5,Longline survey,Female,2010,41,0.16872,llsrv
6,Longline survey,Female,2010,30,0.12346,llsrv
7,Longline survey,Female,2010,22,0.09053,llsrv
8,Longline survey,Female,2010,18,0.07407,llsrv
9,Longline survey,Female,2010,14,0.05761,llsrv
10,Longline survey,Female,2010,14,0.05761,llsrv
11,Longline survey,Female,2010,7,0.02881,llsrv
12,Longline survey,Female,2010,8,0.03292,llsrv
13,Longline survey,Female,2010,10,0.04115,llsrv
14,Longline survey,Female,2010,2,0.00823,llsrv
15,Longline survey,Female,2010,2,0.00823,llsrv
16,Longline survey,Female,2010,1,0.00412,llsrv
17,Longline survey,Female,2010,3,0.01235,llsrv
18,Longline survey,Female,2010,1,0.00412,llsrv
19,Longline survey,Female,2010,0,0,llsrv
20,Longline survey,Female,2010,0,0,llsrv
21,Longline survey,Female,2010,1,0.00412,llsrv
22,Longline survey,Female,2010,0,0,llsrv
23,Longline survey,Female,2010,1,0.00412,llsrv
24,Longline survey,Female,2010,0,0,llsrv
25,Longline survey,Female,2010,0,0,llsrv
2,Longline survey,Male,2010,4,0.01951,llsrv
3,Longline survey,Male,2010,28,0.13659,llsrv
4,Longline survey,Male,2010,47,0.22927,llsrv
5,Longline survey,Male,2010,21,0.10244,llsrv
6,Longline survey,Male,2010,17,0.08293,llsrv
7,Longline survey,Male,2010,20,0.09756,llsrv
8,Longline survey,Male,2010,6,0.02927,llsrv
9,Longline survey,Male,2010,5,0.02439,llsrv
10,Longline survey,Male,2010,8,0.03902,llsrv
11,Longline survey,Male,2010,6,0.02927,llsrv
12,Longline survey,Male,2010,7,0.03415,llsrv
13,Longline survey,Male,2010,8,0.03902,llsrv
14,Longline survey,Male,2010,4,0.01951,llsrv
15,Longline survey,Male,2010,4,0.01951,llsrv
16,Longline survey,Male,2010,3,0.01463,llsrv
17,Longline survey,Male,2010,2,0.00976,llsrv
18,Longline survey,Male,2010,2,0.00976,llsrv
19,Longline survey,Male,2010,3,0.01463,llsrv
20,Longline survey,Male,2010,1,0.00488,llsrv
21,Longline survey,Male,2010,0,0,llsrv
22,Longline survey,Male,2010,0,0,llsrv
23,Longline survey,Male,2010,1,0.00488,llsrv
24,Longline survey,Male,2010,1,0.00488,llsrv
25,Longline survey,Male,2010,7,0.03415,llsrv
2,Longline survey,Female,2011,0,0,llsrv
3,Longline survey,Female,2011,33,0.09792,llsrv
4,Longline survey,Female,2011,68,0.20178,llsrv
5,Longline survey,Female,2011,82,0.24332,llsrv
6,Longline survey,Female,2011,61,0.18101,llsrv
7,Longline survey,Female,2011,19,0.05638,llsrv
8,Longline survey,Female,2011,11,0.03264,llsrv
9,Longline survey,Female,2011,12,0.03561,llsrv
10,Longline survey,Female,2011,9,0.02671,llsrv
11,Longline survey,Female,2011,2,0.00593,llsrv
12,Longline survey,Female,2011,5,0.01484,llsrv
13,Longline survey,Female,2011,6,0.0178,llsrv
14,Longline survey,Female,2011,4,0.01187,llsrv
15,Longline survey,Female,2011,7,0.02077,llsrv
16,Longline survey,Female,2011,4,0.01187,llsrv
17,Longline survey,Female,2011,1,0.00297,llsrv
18,Longline survey,Female,2011,4,0.01187,llsrv
19,Longline survey,Female,2011,0,0,llsrv
20,Longline survey,Female,2011,2,0.00593,llsrv
21,Longline survey,Female,2011,2,0.00593,llsrv
22,Longline survey,Female,2011,1,0.00297,llsrv
23,Longline survey,Female,2011,0,0,llsrv
24,Longline survey,Female,2011,3,0.0089,llsrv
25,Longline survey,Female,2011,1,0.00297,llsrv
2,Longline survey,Male,2011,3,0.00847,llsrv
3,Longline survey,Male,2011,31,0.08757,llsrv
4,Longline survey,Male,2011,48,0.13559,llsrv
5,Longline survey,Male,2011,43,0.12147,llsrv
6,Longline survey,Male,2011,42,0.11864,llsrv
7,Longline survey,Male,2011,24,0.0678,llsrv
8,Longline survey,Male,2011,18,0.05085,llsrv
9,Longline survey,Male,2011,10,0.02825,llsrv
10,Longline survey,Male,2011,14,0.03955,llsrv
11,Longline survey,Male,2011,5,0.01412,llsrv
12,Longline survey,Male,2011,15,0.04237,llsrv
13,Longline survey,Male,2011,10,0.02825,llsrv
14,Longline survey,Male,2011,11,0.03107,llsrv
15,Longline survey,Male,2011,11,0.03107,llsrv
16,Longline survey,Male,2011,9,0.02542,llsrv
17,Longline survey,Male,2011,9,0.02542,llsrv
18,Longline survey,Male,2011,11,0.03107,llsrv
19,Longline survey,Male,2011,5,0.01412,llsrv
20,Longline survey,Male,2011,10,0.02825,llsrv
21,Longline survey,Male,2011,5,0.01412,llsrv
22,Longline survey,Male,2011,4,0.0113,llsrv
23,Longline survey,Male,2011,4,0.0113,llsrv
24,Longline survey,Male,2011,2,0.00565,llsrv
25,Longline survey,Male,2011,10,0.02825,llsrv
2,Longline survey,Female,2012,13,0.03746,llsrv
3,Longline survey,Female,2012,16,0.04611,llsrv
4,Longline survey,Female,2012,51,0.14697,llsrv
5,Longline survey,Female,2012,96,0.27666,llsrv
6,Longline survey,Female,2012,72,0.20749,llsrv
7,Longline survey,Female,2012,29,0.08357,llsrv
8,Longline survey,Female,2012,15,0.04323,llsrv
9,Longline survey,Female,2012,9,0.02594,llsrv
10,Longline survey,Female,2012,11,0.0317,llsrv
11,Longline survey,Female,2012,5,0.01441,llsrv
12,Longline survey,Female,2012,9,0.02594,llsrv
13,Longline survey,Female,2012,2,0.00576,llsrv
14,Longline survey,Female,2012,6,0.01729,llsrv
15,Longline survey,Female,2012,2,0.00576,llsrv
16,Longline survey,Female,2012,3,0.00865,llsrv
17,Longline survey,Female,2012,5,0.01441,llsrv
18,Longline survey,Female,2012,1,0.00288,llsrv
19,Longline survey,Female,2012,0,0,llsrv
20,Longline survey,Female,2012,0,0,llsrv
21,Longline survey,Female,2012,0,0,llsrv
22,Longline survey,Female,2012,0,0,llsrv
23,Longline survey,Female,2012,0,0,llsrv
24,Longline survey,Female,2012,1,0.00288,llsrv
25,Longline survey,Female,2012,1,0.00288,llsrv
2,Longline survey,Male,2012,16,0.04313,llsrv
3,Longline survey,Male,2012,23,0.06199,llsrv
4,Longline survey,Male,2012,73,0.19677,llsrv
5,Longline survey,Male,2012,72,0.19407,llsrv
6,Longline survey,Male,2012,66,0.1779,llsrv
7,Longline survey,Male,2012,33,0.08895,llsrv
8,Longline survey,Male,2012,11,0.02965,llsrv
9,Longline survey,Male,2012,12,0.03235,llsrv
10,Longline survey,Male,2012,9,0.02426,llsrv
11,Longline survey,Male,2012,5,0.01348,llsrv
12,Longline survey,Male,2012,5,0.01348,llsrv
13,Longline survey,Male,2012,7,0.01887,llsrv
14,Longline survey,Male,2012,5,0.01348,llsrv
15,Longline survey,Male,2012,7,0.01887,llsrv
16,Longline survey,Male,2012,4,0.01078,llsrv
17,Longline survey,Male,2012,3,0.00809,llsrv
18,Longline survey,Male,2012,1,0.0027,llsrv
19,Longline survey,Male,2012,2,0.00539,llsrv
